,id,tags
172,53137098879.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Davi Alcolumbre (União-AP)', 'senador Marcos Rogério (PL-RO)', 'senador Alessandro Vieira (MDB-SE)', 'Ednaldo Magalhães Siqueira', 'Brasília', 'DF', 'Brasil']"
173,53136299997.0,"['CCJ', 'ComissÃ£o de ConstituiÃ§Ã£o JustiÃ§a e Cidadania', '22Âª reuniÃ£o', 'reuniÃ£o ordinÃ¡ria', 'Senado Federal', 'Proposta de Emenda Ã  ConstituiÃ§Ã£o', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicaÃ§Ã£o', 'PL 2.254/2022', 'pena', 'crime de extorsÃ£o', 'senador Weverton (PDT-MA)', 'senador Marcos RogÃ©rio (PL-RO)', 'senador Davi Alcolumbre (UniÃ£o-AP)', 'BrasÃ-lia', 'DF', 'Brasil', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Proposta de Emenda à Constituição', 'automedicação', 'crime de extorsão', 'senador Marcos Rogério (PL-RO)', 'senador Davi Alcolumbre (União-AP)']"
174,53137303535.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Veneziano Vital do Rêgo (MDB-PB)', 'Brasília', 'DF', 'Brasil']"
175,53136299992.0,"['CCJ', 'ComissÃ£o de ConstituiÃ§Ã£o JustiÃ§a e Cidadania', '22Âª reuniÃ£o', 'reuniÃ£o ordinÃ¡ria', 'Senado Federal', 'Proposta de Emenda Ã  ConstituiÃ§Ã£o', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicaÃ§Ã£o', 'PL 2.254/2022', 'pena', 'crime de extorsÃ£o', 'senador Weverton (PDT-MA)', 'senador Marcos RogÃ©rio (PL-RO)', 'senador Davi Alcolumbre (UniÃ£o-AP)', 'BrasÃ-lia', 'DF', 'Brasil', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Proposta de Emenda à Constituição', 'automedicação', 'crime de extorsão', 'senador Marcos Rogério (PL-RO)', 'senador Davi Alcolumbre (União-AP)']"
176,53136898116.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Weverton (PDT-MA)', 'senador Marcos Rogério (PL-RO)', 'senador Davi Alcolumbre (União-AP)', 'Brasília', 'DF', 'Brasil']"
177,53137372053.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senadora Daniella Ribeiro (PSD-PB)', 'Brasília', 'DF', 'Brasil']"
178,53136299952.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senadora Daniella Ribeiro (PSD-PB)', 'Brasília', 'DF', 'Brasil']"
179,53137074424.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Flávio Bolsonaro (PL-RJ)', 'senador Humberto Costa (PT-PE)', 'senador Otto Alencar (PSD-BA)', 'senadora Zenaide Maia (PSD-RN)', 'senador Jorge Seif (PL-SC)', 'senador Eduardo Girão (Novo-CE)', 'Brasília', 'DF', 'Brasil']"
180,53137074414.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Flávio Bolsonaro (PL-RJ)', 'senador Alessandro Vieira (MDB-SE)', 'senador Fabiano Contarato (PT-ES)', 'Brasília', 'DF', 'Brasil']"
181,53137052834.0,"['CCJ', 'Comissão de Constituição Justiça e Cidadania', '22ª reunião', 'reunião ordinária', 'Senado Federal', 'Proposta de Emenda à Constituição', 'PEC 10/2022', 'plasma humano', 'PL 723/2019', 'automedicação', 'PL 2.254/2022', 'pena', 'crime de extorsão', 'senador Davi Alcolumbre (União-AP)', 'senador Veneziano Vital do Rêgo (MDB-PB)', 'Brasília', 'DF', 'Brasil']"
